province_code,province_name,sector_code,sector_name,sector_category,year,employed_thousands,avg_annual_salary_cad,unemployment_rate_pct,part_time_pct
MB,Manitoba,PS-EDU,Educational services (public),Education,2010,41.96,78553.0,7.1,27.6
MB,Manitoba,PS-EDU,Educational services (public),Education,2011,43.42,79481.0,5.6,12.8
MB,Manitoba,PS-EDU,Educational services (public),Education,2012,43.61,76203.0,7.4,25.3
MB,Manitoba,PS-EDU,Educational services (public),Education,2013,43.4,83925.0,5.1,24.0
MB,Manitoba,PS-EDU,Educational services (public),Education,2014,44.4,79924.0,8.0,14.3
MB,Manitoba,PS-EDU,Educational services (public),Education,2015,45.3,87742.0,4.3,20.5
MB,Manitoba,PS-EDU,Educational services (public),Education,2016,45.24,88152.0,3.5,19.0
MB,Manitoba,PS-EDU,Educational services (public),Education,2017,46.45,88659.0,6.8,25.2
MB,Manitoba,PS-EDU,Educational services (public),Education,2018,47.24,90712.0,7.8,25.2
MB,Manitoba,PS-EDU,Educational services (public),Education,2019,47.83,91738.0,4.0,18.3
MB,Manitoba,PS-EDU,Educational services (public),Education,2020,45.79,96184.0,7.3,20.1
MB,Manitoba,PS-EDU,Educational services (public),Education,2021,50.47,103481.0,5.3,15.5
MB,Manitoba,PS-EDU,Educational services (public),Education,2022,49.81,100911.0,4.1,13.4
MB,Manitoba,PS-EDU,Educational services (public),Education,2023,50.68,106549.0,7.6,18.4
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2010,8.12,88720.0,6.8,19.2
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2011,8.04,90204.0,8.4,26.0
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2012,7.88,89162.0,6.8,16.6
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2013,7.89,91966.0,6.3,25.3
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2014,8.32,95936.0,3.7,21.6
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2015,7.89,99215.0,5.6,24.1
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2016,7.95,99720.0,5.4,16.3
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2017,8.22,100460.0,6.3,22.8
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2018,8.27,107185.0,4.6,26.3
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2019,8.26,111921.0,8.0,19.5
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2020,8.29,111780.0,3.8,15.4
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2021,8.59,111210.0,6.9,15.4
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2022,8.16,113655.0,5.6,14.8
MB,Manitoba,PS-UTIL,Utilities (public),Utilities,2023,8.3,118941.0,5.1,17.8
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2010,6.91,74791.0,4.8,21.8
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2011,7.0,71350.0,8.1,13.6
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2012,6.97,69549.0,6.6,14.0
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2013,7.31,75282.0,7.6,20.4
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2014,7.31,75179.0,5.5,17.2
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2015,7.22,80528.0,7.5,14.7
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2016,7.22,78295.0,6.0,27.5
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2017,7.41,84024.0,6.4,14.0
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2018,7.52,86870.0,4.0,25.9
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2019,7.41,91836.0,5.5,18.9
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2020,7.13,88498.0,8.2,18.3
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2021,7.62,94511.0,6.3,19.4
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2022,7.74,92094.0,5.1,17.5
MB,Manitoba,PS-TRANS,Transportation and warehousing (public),Transportation,2023,7.76,101532.0,4.3,23.6
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2010,5.01,86005.0,6.3,24.1
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2011,5.02,83940.0,8.1,21.6
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2012,5.11,92322.0,8.2,18.3
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2013,5.12,88767.0,3.5,12.6
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2014,5.25,93732.0,3.6,23.9
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2015,4.98,89296.0,5.8,12.1
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2016,5.2,93538.0,7.9,18.0
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2017,5.28,100358.0,4.3,24.4
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2018,5.08,103137.0,8.3,27.4
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2019,5.22,101262.0,6.5,26.1
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2020,5.2,109509.0,5.9,21.0
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2021,5.19,106921.0,5.6,17.9
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2022,5.34,108971.0,7.5,25.4
MB,Manitoba,PS-DEF,Defence and security services,Public Administration,2023,5.44,117759.0,7.9,12.4
NB,New Brunswick,PS-FED,Federal government,Public Administration,2010,10.06,87901.0,7.0,14.6
NB,New Brunswick,PS-FED,Federal government,Public Administration,2011,9.97,94237.0,6.6,12.6
NB,New Brunswick,PS-FED,Federal government,Public Administration,2012,10.25,97507.0,4.6,14.2
NB,New Brunswick,PS-FED,Federal government,Public Administration,2013,10.26,93492.0,4.0,27.2
NB,New Brunswick,PS-FED,Federal government,Public Administration,2014,10.24,102806.0,8.4,13.3
NB,New Brunswick,PS-FED,Federal government,Public Administration,2015,10.35,112554.0,6.7,18.9
NB,New Brunswick,PS-FED,Federal government,Public Administration,2016,10.37,108097.0,6.2,27.9
NB,New Brunswick,PS-FED,Federal government,Public Administration,2017,10.71,110431.0,7.0,16.8
NB,New Brunswick,PS-FED,Federal government,Public Administration,2018,10.39,111243.0,8.2,25.4
NB,New Brunswick,PS-FED,Federal government,Public Administration,2019,10.51,121489.0,4.3,20.6
NB,New Brunswick,PS-FED,Federal government,Public Administration,2020,10.64,116318.0,5.5,19.1
NB,New Brunswick,PS-FED,Federal government,Public Administration,2021,10.81,114435.0,5.1,15.0
NB,New Brunswick,PS-FED,Federal government,Public Administration,2022,10.68,119547.0,4.0,25.9
NB,New Brunswick,PS-FED,Federal government,Public Administration,2023,10.82,121060.0,8.4,25.5
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2010,34.16,77943.0,7.5,20.7
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2011,35.44,80649.0,8.4,23.3
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2012,34.17,81168.0,5.4,17.8
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2013,36.11,87144.0,3.9,24.5
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2014,35.92,84362.0,6.6,12.6
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2015,37.04,83296.0,8.4,15.5
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2016,37.05,92018.0,8.4,15.8
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2017,37.34,92150.0,3.8,15.1
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2018,38.29,95765.0,6.2,22.0
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2019,38.57,96187.0,6.6,25.8
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2020,38.23,103944.0,4.0,15.6
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2021,40.02,105324.0,5.4,24.3
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2022,39.31,106130.0,5.1,22.5
NB,New Brunswick,PS-PROV,Provincial and territorial government,Public Administration,2023,39.29,110183.0,4.6,23.6
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2010,18.2,67447.0,4.4,13.7
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2011,17.77,70195.0,6.0,19.0
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2012,17.62,68769.0,5.9,18.7
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2013,18.76,70173.0,4.6,22.2
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2014,18.96,80296.0,5.8,26.3
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2015,18.94,76184.0,7.6,22.4
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2016,19.22,82330.0,6.7,25.7
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2017,19.59,85160.0,6.8,22.7
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2018,19.59,80729.0,5.6,25.0
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2019,20.05,81645.0,5.8,15.4
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2020,18.73,87332.0,4.5,22.0
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2021,20.03,88711.0,4.9,13.8
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2022,20.32,90381.0,4.5,16.7
NB,New Brunswick,PS-LOCAL,Local government,Public Administration,2023,21.2,94061.0,7.3,23.3
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2010,37.54,73897.0,5.9,14.4
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2011,39.05,72436.0,4.1,20.8
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2012,39.28,74843.0,5.9,24.5
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2013,40.22,79192.0,5.7,25.1
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2014,41.55,82634.0,4.4,19.5
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2015,43.32,76312.0,7.3,17.0
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2016,44.16,83668.0,5.7,16.8
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2017,43.82,81266.0,7.3,26.9
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2018,47.21,86896.0,7.8,28.0
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2019,45.5,89287.0,8.0,24.7
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2020,51.38,95480.0,3.6,19.6
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2021,53.31,96044.0,6.3,20.8
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2022,50.21,102667.0,4.6,24.7
NB,New Brunswick,PS-HLTH,Health care and social assistance (public),Health & Social,2023,51.06,96483.0,7.9,26.2
NB,New Brunswick,PS-EDU,Educational services (public),Education,2010,28.35,75533.0,4.8,21.7
NB,New Brunswick,PS-EDU,Educational services (public),Education,2011,28.32,72768.0,6.3,16.7
NB,New Brunswick,PS-EDU,Educational services (public),Education,2012,29.02,75092.0,3.8,27.2
NB,New Brunswick,PS-EDU,Educational services (public),Education,2013,29.12,77433.0,6.9,15.1
NB,New Brunswick,PS-EDU,Educational services (public),Education,2014,30.06,84795.0,4.8,26.6
NB,New Brunswick,PS-EDU,Educational services (public),Education,2015,30.23,82777.0,7.6,15.8
NB,New Brunswick,PS-EDU,Educational services (public),Education,2016,30.32,83941.0,4.8,18.9
NB,New Brunswick,PS-EDU,Educational services (public),Education,2017,30.34,89219.0,7.4,24.3
NB,New Brunswick,PS-EDU,Educational services (public),Education,2018,31.54,87395.0,4.6,12.1
NB,New Brunswick,PS-EDU,Educational services (public),Education,2019,32.51,87443.0,3.7,15.3
NB,New Brunswick,PS-EDU,Educational services (public),Education,2020,29.82,97591.0,3.9,18.3
NB,New Brunswick,PS-EDU,Educational services (public),Education,2021,32.84,91486.0,4.4,15.1
NB,New Brunswick,PS-EDU,Educational services (public),Education,2022,33.25,96671.0,7.8,22.3
NB,New Brunswick,PS-EDU,Educational services (public),Education,2023,33.61,104561.0,5.6,18.5
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2010,5.02,92165.0,7.1,24.1
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2011,5.1,93622.0,4.5,15.0
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2012,5.13,93864.0,7.5,26.5
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2013,5.02,95586.0,4.9,16.1
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2014,5.07,95160.0,5.5,15.6
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2015,4.94,100532.0,3.7,14.6
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2016,5.09,104386.0,4.6,26.7
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2017,5.19,97248.0,4.6,12.8
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2018,5.2,103296.0,6.6,24.2
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2019,5.14,110833.0,8.2,23.7
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2020,5.18,112675.0,6.1,23.9
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2021,5.26,107101.0,4.1,15.8
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2022,5.19,117927.0,6.4,18.3
NB,New Brunswick,PS-UTIL,Utilities (public),Utilities,2023,5.14,119465.0,4.7,23.8
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2010,3.98,69503.0,4.4,24.7
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2011,3.93,73368.0,8.1,27.7
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2012,4.0,73317.0,5.9,27.8
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2013,4.05,75889.0,7.9,16.5
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2014,4.09,77060.0,8.4,26.1
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2015,4.19,78658.0,5.2,21.7
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2016,4.22,79410.0,3.6,15.5
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2017,4.16,81865.0,6.0,12.9
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2018,4.3,83911.0,3.7,18.3
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2019,4.35,86018.0,7.2,16.1
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2020,3.98,88176.0,4.6,20.5
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2021,4.42,98389.0,4.7,12.4
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2022,4.33,92749.0,6.7,23.9
NB,New Brunswick,PS-TRANS,Transportation and warehousing (public),Transportation,2023,4.45,102004.0,5.7,22.2
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2010,4.06,83587.0,7.6,17.6
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2011,4.06,85808.0,8.4,26.4
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2012,4.01,86853.0,4.3,15.4
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2013,4.14,86666.0,3.9,27.8
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2014,4.17,92992.0,7.6,21.3
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2015,4.13,95145.0,7.9,22.2
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2016,4.13,93200.0,5.7,17.5
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2017,4.09,99282.0,7.5,16.2
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2018,4.17,106882.0,7.7,17.3
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2019,4.26,102467.0,3.9,24.2
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2020,4.26,110407.0,6.9,26.6
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2021,4.27,108345.0,4.9,20.9
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2022,4.41,120656.0,6.6,14.2
NB,New Brunswick,PS-DEF,Defence and security services,Public Administration,2023,4.25,113094.0,6.9,13.2
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2010,7.87,91602.0,3.9,15.6
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2011,7.93,102248.0,4.7,25.3
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2012,8.03,96866.0,5.9,20.0
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2013,8.26,99956.0,6.0,20.5
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2014,8.02,106006.0,3.9,20.3
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2015,7.9,101019.0,6.0,19.5
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2016,8.38,101596.0,4.4,15.5
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2017,8.08,109333.0,5.7,24.3
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2018,8.09,110998.0,6.3,14.5
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2019,8.3,113368.0,6.6,17.2
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2020,8.54,116320.0,7.3,15.7
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2021,8.6,120710.0,7.3,25.6
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2022,8.24,116403.0,4.9,16.0
NL,Newfoundland and Labrador,PS-FED,Federal government,Public Administration,2023,8.56,125065.0,8.5,27.8
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2010,30.22,77390.0,7.8,26.9
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2011,30.86,81496.0,7.7,16.9
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2012,31.0,85781.0,8.4,26.5
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2013,31.26,84142.0,5.1,20.8
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2014,31.49,86325.0,6.7,18.5
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2015,32.23,85865.0,5.2,14.0
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2016,32.27,86393.0,5.7,15.6
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2017,32.18,89607.0,3.6,17.1
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2018,32.17,95695.0,4.9,13.0
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2019,33.04,95389.0,3.6,25.6
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2020,32.34,95662.0,5.7,19.1
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2021,34.51,105487.0,8.0,12.2
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2022,33.7,107037.0,6.2,14.4
NL,Newfoundland and Labrador,PS-PROV,Provincial and territorial government,Public Administration,2023,34.59,105712.0,7.1,21.6
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2010,14.76,64270.0,5.0,19.6
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2011,15.5,66300.0,3.7,17.6
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2012,15.26,71660.0,5.7,22.3
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2013,15.3,73667.0,7.6,23.4
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2014,15.97,73296.0,6.5,15.9
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2015,15.86,75593.0,5.8,18.6
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2016,16.0,76314.0,8.1,15.2
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2017,16.45,80515.0,8.1,27.2
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2018,16.51,83218.0,8.4,26.5
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2019,16.5,86222.0,3.9,25.6
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2020,16.36,79087.0,5.6,21.1
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2021,17.19,85297.0,3.9,23.7
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2022,16.81,94550.0,6.0,17.0
NL,Newfoundland and Labrador,PS-LOCAL,Local government,Public Administration,2023,17.36,90878.0,5.3,14.8
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2010,31.17,71128.0,8.2,23.7
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2011,32.14,77352.0,5.4,25.6
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2012,33.28,73826.0,8.1,16.1
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2013,33.83,72464.0,4.3,13.4
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2014,34.92,77307.0,3.9,19.6
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2015,36.24,82061.0,5.2,25.5
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2016,37.23,80932.0,5.7,27.2
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2017,37.87,84081.0,7.9,19.8
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2018,38.83,87104.0,6.9,12.8
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2019,40.11,89679.0,5.7,18.6
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2020,42.46,91318.0,3.7,21.8
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2021,43.66,96652.0,4.0,12.2
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2022,44.05,98252.0,5.5,25.0
NL,Newfoundland and Labrador,PS-HLTH,Health care and social assistance (public),Health & Social,2023,44.13,98502.0,6.5,12.3
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2010,23.07,73274.0,5.6,13.6
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2011,23.48,78133.0,3.6,21.6
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2012,23.73,79724.0,7.4,22.1
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2013,23.86,86132.0,3.7,19.1
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2014,24.57,83411.0,5.2,27.8
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2015,24.74,82028.0,7.7,17.2
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2016,24.67,91614.0,5.9,14.1
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2017,25.59,89076.0,4.0,18.8
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2018,26.09,91420.0,8.4,16.1
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2019,26.27,89918.0,5.7,16.5
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2020,23.52,96598.0,6.2,27.6
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2021,27.43,100353.0,3.7,18.3
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2022,27.8,99467.0,4.4,22.8
NL,Newfoundland and Labrador,PS-EDU,Educational services (public),Education,2023,28.04,106250.0,5.2,23.5
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2010,3.95,84359.0,7.8,21.2
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2011,4.04,90477.0,5.2,12.6
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2012,3.95,95670.0,4.7,24.0
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2013,4.04,96424.0,8.2,21.7
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2014,4.01,93951.0,8.5,17.5
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2015,4.08,100698.0,6.2,14.8
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2016,4.13,101954.0,8.1,16.2
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2017,4.06,100189.0,4.7,16.4
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2018,4.1,103083.0,5.4,18.2
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2019,3.98,106883.0,3.9,12.4
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2020,4.01,113183.0,8.5,26.9
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2021,4.17,113843.0,5.1,24.4
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2022,4.16,120585.0,8.0,18.9
NL,Newfoundland and Labrador,PS-UTIL,Utilities (public),Utilities,2023,4.16,124165.0,5.0,26.9
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2010,2.92,73241.0,7.4,13.5
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2011,2.99,73411.0,7.4,24.8
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2012,3.11,71233.0,4.0,16.4
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2013,3.09,76505.0,5.7,16.2
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2014,3.12,76666.0,7.9,16.3
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2015,3.13,81034.0,5.1,20.0
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2016,3.11,81343.0,6.0,14.4
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2017,3.28,81901.0,5.6,25.2
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2018,3.2,91270.0,7.4,27.5
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2019,3.18,86498.0,6.1,14.7
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2020,3.07,92991.0,4.8,26.9
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2021,3.47,92932.0,7.1,12.9
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2022,3.25,96787.0,3.8,20.2
NL,Newfoundland and Labrador,PS-TRANS,Transportation and warehousing (public),Transportation,2023,3.32,98613.0,4.1,27.0
